player,tm,ws
Bob Greacen,MIL,-0.1
Bob Gross,POR,30.400000000000002
Bob Hansen,CHI,0.9
Bob Hansen,SAC,-0.1
Bob Hansen,UTA,14.6
Bob Harris,BOS,10.799999999999999
Bob Hogsett,DET,0.0
Bob Houbregs,BOS,0.0
Bob Houbregs,DET,0.2
Bob Kauffman,ATL,1.2
Bob Kauffman,CHI,1.4
Bob Kinney,BOS,4.8
Bob Knight,NYK,0.1
Bob Lanier,DET,91.60000000000001
Bob Lanier,MIL,25.599999999999998
Bob Love,CHI,48.400000000000006
Bob Love,MIL,0.0
Bob Martin,LAC,0.3
Bob McAdoo,BOS,1.0
Bob McAdoo,DET,1.9
Bob McAdoo,LAL,10.6
Bob McAdoo,NYK,23.6
Bob McAdoo,PHI,0.7
Bob McCann,DAL,0.1
Bob McCann,DET,0.1
Bob McCann,MIN,1.3
Bob McCann,TOR,0.0
Bob McNeill,LAL,0.1
Bob McNeill,NYK,1.2
Bob Miller,SAS,0.1
Bob Nash,DET,-0.6
Bob Peterson,NYK,1.3
Bob Portman,GSW,1.3
Bob Quick,DET,3.5
Bob Riley,ATL,0.0
Bob Rule,CLE,0.4
Bob Rule,MIL,0.0
Bob Rule,PHI,2.9
Bob Santini,NYK,0.1
Bob Sims,LAL,0.0
Bob Sura,ATL,2.6
Bob Sura,CLE,12.8
Bob Sura,DET,2.0
Bob Sura,GSW,5.999999999999999
Bob Sura,HOU,4.8
Bob Thornton,MIN,-0.2
Bob Thornton,NYK,0.5
Bob Thornton,PHI,0.9
Bob Thornton,UTA,0.0
Bob Verga,POR,0.1
Bob Warlick,DET,-0.2
Bob Warlick,MIL,-0.1
Bob Weiss,CHI,24.6
Bob Weiss,MIL,-0.3
Bob Weiss,PHI,0.1
Bob Wilkerson,CHI,3.2
Bob Wilkerson,CLE,0.39999999999999997
Bob Wilkerson,DEN,3.8
Boban Marjanović,DAL,2.9000000000000004
Boban Marjanović,DET,2.2
Boban Marjanović,HOU,0.6
Boban Marjanović,LAC,2.7
Boban Marjanović,PHI,1.3
Boban Marjanović,SAS,3.4
Bobby Brown,HOU,-0.1
Bobby Brown,LAC,-0.4
Bobby Brown,MIN,0.1
Bobby Brown,SAC,-0.7
Bobby Cattage,UTA,0.2
Bobby Hurley,SAC,-0.7
Bobby Jackson,DEN,-0.6
Bobby Jackson,HOU,1.2
Bobby Jackson,MEM,3.5
Bobby Jackson,MIN,3.4000000000000004
Bobby Jackson,SAC,19.700000000000003
Bobby Jones,DEN,20.200000000000003
Bobby Jones,HOU,0.0
Bobby Jones,MEM,0.2
Bobby Jones,MIA,0.2
Bobby Jones,PHI,53.900000000000006
Bobby Jones,SAS,0.0
Bobby Lewis,CLE,-0.4
Bobby Phills,CLE,19.4
Bobby Portis,CHI,8.1
Bobby Portis,MIL,15.600000000000001
Bobby Portis,NYK,1.9
Bobby Portis,WAS,0.9
Bobby Simmons,LAC,9.1
Bobby Simmons,MIL,6.0
Bobby Simmons,SAS,0.0
Bobby Simmons,WAS,1.6
Bobby Smith,LAL,0.0
Bobby Washington,CLE,2.2
Bobby Wilson,BOS,-0.1
Bobby Wilson,CHI,1.8
Bobby Wilson,IND,0.0
Bogdan Bogdanović,ATL,10.4
Bogdan Bogdanović,SAC,8.700000000000001
Bojan Bogdanović,DET,3.5
Bojan Bogdanović,IND,12.2
Bojan Bogdanović,UTA,14.600000000000001
Bojan Bogdanović,WAS,1.3
Bol Bol,DEN,0.2
Bol Bol,ORL,2.3
Bones Hyland,DEN,3.3
Bones Hyland,LAC,0.5
Bones McKinney,BOS,0.0
Boniface N'Dong,LAC,0.2
Bonzi Wells,HOU,2.0
Bonzi Wells,MEM,4.1
Bonzi Wells,POR,19.000000000000004
Bonzi Wells,SAC,3.4
Bonzie Colson,MIL,0.2
Boris Diaw,ATL,0.9
Boris Diaw,CHA,14.5
Boris Diaw,SAS,17.800000000000004
Boris Diaw,UTA,1.1
Boštjan Nachbar,HOU,1.0
Bracey Wright,MIN,0.5
Brad Branson,CLE,-0.1
Brad Branson,IND,1.0
Brad Daugherty,CLE,65.1
Brad Davis,DAL,51.900000000000006
Brad Davis,IND,0.5
Brad Davis,LAL,0.4
Brad Davis,UTA,0.6
Brad Holland,LAL,0.4
Brad Holland,MIL,-0.1
Brad Lohaus,BOS,1.3
Brad Lohaus,MIA,1.5
Brad Lohaus,MIL,10.2
Brad Lohaus,MIN,0.4
Brad Lohaus,NYK,0.7
Brad Lohaus,SAC,0.5
Brad Lohaus,SAS,0.6
Brad Lohaus,TOR,-0.1
Brad Miller,CHI,14.4
Brad Miller,HOU,3.0
Brad Miller,IND,13.5
Brad Miller,MIN,0.2
Brad Miller,SAC,39.5
Brad Sellers,CHI,9.2
Brad Sellers,DET,0.4
Brad Sellers,MIN,-0.3
Brad Wanamaker,BOS,4.5
Brad Wanamaker,GSW,0.5
Brad Wanamaker,IND,-0.1
Brad Wanamaker,WAS,0.1
Brad Wright,DEN,-0.1
Brad Wright,NYK,0.0
Bradley Beal,WAS,52.2
Brady Walker,BOS,2.0
Brandan Wright,BOS,0.2
Brandan Wright,DAL,15.6
Brandan Wright,GSW,3.4
Brandan Wright,HOU,0.0
Brandan Wright,MEM,3.5
Branden Dawson,LAC,0.0
Brandin Knight,HOU,0.0
Brandon Bass,BOS,19.799999999999997
Brandon Bass,DAL,8.399999999999999
Brandon Bass,LAC,2.2
Brandon Bass,LAL,4.1
Brandon Bass,ORL,8.3
Brandon Boston Jr.,LAC,0.6000000000000001
Brandon Clarke,MEM,20.0
Brandon Davies,PHI,0.4
Brandon Goodwin,ATL,0.30000000000000004
Brandon Goodwin,CLE,0.7
Brandon Goodwin,DEN,0.0
Brandon Hunter,BOS,0.6
Brandon Hunter,ORL,0.2
Brandon Ingram,LAL,4.5
Brandon Ingram,NOP,17.799999999999997
Brandon Jennings,DET,8.0
Brandon Jennings,MIL,19.5
Brandon Jennings,NYK,1.5
Brandon Jennings,ORL,0.7
Brandon Jennings,WAS,0.2
Brandon Knight,CLE,-0.09999999999999998
Brandon Knight,DAL,0.1
Brandon Knight,DET,2.6
Brandon Knight,HOU,-0.3
Brandon Knight,MIL,7.2
Brandon Paul,SAS,0.5
Brandon Roy,MIN,0.0
Brandon Roy,POR,37.5
Brandon Rush,GSW,5.2
Brandon Rush,IND,6.0
Brandon Rush,MIN,0.4
Brandon Rush,UTA,-0.4
Brandon Sampson,CHI,0.0
Brandon Williams,ATL,-0.2
Brandon Williams,GSW,-0.3
Brandon Williams,POR,-0.5
Brandon Williams,SAS,0.0
Brant Weidner,SAS,0.0
Braxton Key,DET,0.2
Braxton Key,PHI,0.0
Brendan Haywood,CHA,0.1
Brendan Haywood,CLE,0.0
Brendan Haywood,DAL,7.8
Brendan Haywood,WAS,35.9
Brendan McCann,NYK,-0.6000000000000001
Brent Barry,CHI,1.6
Brent Barry,HOU,1.5
Brent Barry,LAC,9.0
Brent Barry,MIA,0.7
Brent Barry,SAS,19.5
Brent Price,HOU,4.5
Brent Price,SAC,0.0
Brent Scott,IND,0.0
Brett Szabo,BOS,0.4
Brett Vroman,UTA,0.1
Brevin Knight,ATL,1.7
Brevin Knight,CHA,11.2
Brevin Knight,CLE,13.6
Brevin Knight,LAC,2.1
Brevin Knight,MEM,1.5999999999999999
Brevin Knight,MIL,1.1
Brevin Knight,UTA,0.7
Brevin Knight,WAS,0.6
Brian Bowen,IND,-0.1
Brian Cardinal,DAL,1.7
Brian Cardinal,DET,0.2
Brian Cardinal,GSW,7.2
Brian Cardinal,MEM,5.0
Brian Cardinal,MIN,1.3
Brian Cardinal,WAS,0.0
Brian Cook,HOU,-0.30000000000000004
Brian Cook,LAC,0.39999999999999997
Brian Cook,LAL,9.299999999999999
Brian Cook,ORL,0.6
Brian Cook,WAS,0.2
Brian Davis,MIN,0.0
Brian Evans,MIN,-0.1
Brian Evans,ORL,0.9
Brian Grant,LAL,1.6
Brian Grant,MIA,26.1
Brian Grant,POR,15.7
Brian Grant,SAC,11.0
Brian Howard,DAL,0.8999999999999999
Brian Martin,POR,0.0
Brian Oliver,ATL,0.0
Brian Oliver,PHI,-0.49999999999999994
Brian Quinnett,DAL,-0.2
Brian Quinnett,NYK,1.0
Brian Roberts,NOP,2.2
Brian Roberts,POR,0.3
Brian Rowsom,IND,0.0
Brian Scalabrine,BOS,3.0999999999999996
Brian Scalabrine,CHI,0.4
Brian Shaw,BOS,8.8
Brian Shaw,GSW,-0.3
Brian Shaw,LAL,6.4
Brian Shaw,MIA,5.3
Brian Shaw,ORL,3.0
Brian Shaw,PHI,0.4
Brian Shaw,POR,0.0
Brian Skinner,CLE,1.9
Brian Skinner,LAC,1.7000000000000002
Brian Skinner,MEM,0.0
Brian Skinner,MIL,3.8000000000000003
Brian Skinner,PHI,3.9999999999999996
Brian Skinner,POR,0.3
Brian Skinner,SAC,2.7
Brian Taylor,DEN,1.8
Brian Winters,LAL,1.1
Brian Winters,MIL,37.6
Briante Weber,GSW,0.0
Briante Weber,HOU,0.3
Briante Weber,MEM,0.1
Briante Weber,MIA,0.0
Brice Johnson,LAC,0.1
Brice Johnson,MEM,0.0
Britton Johnsen,IND,-0.2
Britton Johnsen,ORL,-0.6
Brodric Thomas,BOS,0.1
Brodric Thomas,CLE,0.1
Brodric Thomas,HOU,0.0
Brook Lopez,LAL,3.8
Brook Lopez,MIL,26.2
Brook Steppe,DET,1.0
Brook Steppe,IND,1.3
Brook Steppe,POR,0.6
Brook Steppe,SAC,0.7
Brooks Thompson,DEN,1.2
Brooks Thompson,NYK,0.2
Brooks Thompson,ORL,0.7
Brooks Thompson,UTA,0.0
Bruce Bowen,BOS,2.2
Bruce Bowen,MIA,5.1000000000000005
Bruce Bowen,PHI,0.3
Bruce Bowen,SAS,35.4
Bruce Brown,DEN,4.3
Bruce Brown,DET,3.6
Bruce Douglas,SAC,-0.2
Bruce Flowers,CLE,1.7
Bruce Kuczenski,IND,-0.2
Bruce Kuczenski,PHI,-0.2
Bruno Caboclo,HOU,0.1
Bruno Caboclo,MEM,1.7
Bruno Caboclo,SAC,0.0
Bruno Caboclo,TOR,-0.3
Bruno Fernando,ATL,0.8
Bruno Fernando,BOS,0.1
Bruno Fernando,HOU,1.1
Bruno Šundov,BOS,-0.4
Bruno Šundov,CLE,-0.1
Bruno Šundov,DAL,-0.2
Bruno Šundov,IND,0.2
Bruno Šundov,NYK,-0.3
Bryan Warrick,IND,1.0
Bryan Warrick,LAC,0.5
Bryan Warrick,MIL,0.0
Bryant Stith,BOS,4.8
Bryant Stith,CLE,0.7
Bryant Stith,DEN,24.0
Bryce Cotton,MEM,0.0
Bryce Cotton,UTA,0.2
Bryce Dejean-Jones,NOP,0.2
Bryce Drew,CHI,-0.4
Bryce Drew,HOU,1.2
Bryn Forbes,DEN,0.7
Bryn Forbes,MIL,2.7
Bryn Forbes,MIN,0.0
Bryn Forbes,SAS,8.2
Bryon Russell,DEN,2.6
Bryon Russell,LAL,2.2
Bryon Russell,UTA,41.199999999999996
Bryon Russell,WAS,1.5
Bubba Wells,DAL,0.1
Bubba Wilson,GSW,-0.2
Bubbles Hawkins,DET,0.1
Bubbles Hawkins,GSW,0.6
Buck Johnson,HOU,19.5
Buck Williams,NYK,6.9
Buck Williams,POR,50.400000000000006
Bud Ogden,PHI,0.7
Bud Olsen,BOS,-0.1
Bud Olsen,DET,-0.1
Buddy Boeheim,DET,-0.2
Buddy Hield,IND,5.5
Buddy Hield,NOP,0.5
Buddy Hield,SAC,15.400000000000002
Butch Beard,ATL,2.2
Butch Beard,CLE,6.300000000000001
Butch Beard,GSW,13.2
Butch Beard,NYK,9.7
Butch Carter,IND,6.8999999999999995
Butch Carter,LAL,0.9
Butch Carter,NYK,0.7
Butch Carter,PHI,0.0
Butch Graves,CLE,-0.1
Butch Lee,ATL,1.2
Butch Lee,CLE,1.1
Butch Lee,LAL,0.0
Butch van Breda Kolff,NYK,2.3
Byron Beck,DEN,0.8
Byron Dinkins,HOU,0.3
Byron Dinkins,IND,0.0
Byron Dinkins,SAS,0.0
Byron Houston,GSW,2.7
Byron Houston,SAC,0.7
Byron Irvin,POR,1.2
Byron Mullens,CHA,0.30000000000000004
Byron Mullens,LAC,0.0
Byron Mullens,OKC,-0.30000000000000004
Byron Mullens,PHI,0.4
Byron Scott,IND,7.0
Byron Scott,LAL,66.0
C.J. Kupec,HOU,0.5
C.J. Kupec,LAL,1.3
C.J. Miles,BOS,0.0
C.J. Miles,CLE,5.1
C.J. Miles,IND,10.7
C.J. Miles,MEM,0.3
C.J. Miles,TOR,3.3
C.J. Miles,UTA,10.500000000000002
C.J. Miles,WAS,0.1
C.J. Watson,CHI,4.7
C.J. Watson,GSW,6.800000000000001
C.J. Watson,IND,7.2
C.J. Watson,ORL,1.5
C.J. Wilcox,LAC,0.3
C.J. Wilcox,ORL,-0.2
C.J. Williams,LAC,0.7
C.J. Williams,MIN,0.1
CJ Elleby,POR,0.5
CJ McCollum,NOP,6.9
CJ McCollum,POR,37.6
Cade Cunningham,DET,-0.6
Cal Bowdler,ATL,1.7
Cal Ramsey,NYK,0.1
Calbert Cheaney,BOS,0.8
Calbert Cheaney,DEN,1.0999999999999999
Calbert Cheaney,GSW,2.5999999999999996
Calbert Cheaney,UTA,2.8
Calbert Cheaney,WAS,4.5
Caldwell Jones,CHI,0.9
Caldwell Jones,HOU,6.6
Caldwell Jones,PHI,27.1
Caldwell Jones,POR,8.399999999999999
Caldwell Jones,SAS,1.3
Caleb Houstan,ORL,0.7
Caleb Martin,MIA,7.7
Caleb Swanigan,POR,-0.19999999999999998
Caleb Swanigan,SAC,-0.1
Calvin Booth,DAL,1.7000000000000002
Calvin Booth,MIL,0.4
Calvin Booth,MIN,0.0
Calvin Booth,PHI,0.3
Calvin Booth,SAC,0.1
Calvin Booth,WAS,2.1
Calvin Garrett,HOU,2.0
Calvin Garrett,LAL,0.6
Calvin Murphy,HOU,76.1
Calvin Natt,DEN,17.7
Calvin Natt,IND,0.5
Calvin Natt,POR,34.0
Calvin Natt,SAS,0.0
Cam Reddish,ATL,0.6
Cam Reddish,NYK,1.1
Cam Reddish,POR,0.3
Cameron Bairstow,CHI,-0.1
Cameron McGriff,POR,0.1
Cameron Oliver,ATL,0.2
Cameron Oliver,HOU,0.2
Cameron Payne,CHI,0.7
Cameron Payne,CLE,0.3
Cameron Payne,OKC,1.2999999999999998
Cameron Reynolds,HOU,0.0
Cameron Reynolds,MIN,0.4
Cameron Reynolds,SAS,0.0
Campy Russell,CLE,28.3
Campy Russell,NYK,7.5
Carey Scurry,NYK,0.0
Carey Scurry,UTA,5.3
Caris LeVert,CLE,5.1000000000000005
Caris LeVert,IND,3.3
Carl Bailey,POR,0.0
Carl Braun,BOS,0.5
Carl Braun,NYK,52.300000000000004
Carl Henry,SAC,0.2
Carl Herrera,DEN,0.0
Carl Herrera,HOU,9.2
Carl Herrera,SAS,0.0
Carl Kilpatrick,UTA,0.0
Carl Landry,GSW,6.2
Carl Landry,HOU,15.0
Carl Landry,PHI,2.1
Carl Landry,SAC,7.999999999999999
Carl Nicks,CLE,0.1
Carl Nicks,DEN,-0.4
Carl Nicks,UTA,0.0
Carl Thomas,CLE,0.5
Carl Thomas,GSW,0.1
Carl Thomas,ORL,0.1
Carl Thomas,SAC,0.0
Carlik Jones,CHI,0.1
Carlik Jones,DAL,-0.1
Carlik Jones,DEN,0.0
Carlos Arroyo,BOS,0.1
Carlos Arroyo,DEN,0.3
Carlos Arroyo,DET,1.9
Carlos Arroyo,MIA,5.300000000000001
Carlos Arroyo,ORL,7.0
Carlos Arroyo,TOR,0.0
Carlos Arroyo,UTA,5.4
Carlos Boozer,CHI,22.5
Carlos Boozer,CLE,15.3
Carlos Boozer,LAL,2.2
Carlos Boozer,UTA,40.2
Carlos Clark,BOS,0.6
Carlos Delfino,DET,4.4
Carlos Delfino,HOU,3.5
Carlos Delfino,MIL,10.7
Carlos Delfino,TOR,4.0
Carlos Rogers,GSW,0.9
Carlos Rogers,HOU,4.2
Carlos Rogers,IND,0.5
Carlos Rogers,POR,0.0
Carlos Rogers,TOR,5.4
Carlton McKinney,LAC,-0.3
Carlton McKinney,NYK,-0.1
Carmelo Anthony,DEN,53.5
Carmelo Anthony,HOU,0.3
Carmelo Anthony,LAL,3.6
Carmelo Anthony,NYK,43.60000000000001
Carmelo Anthony,OKC,3.7
Carmelo Anthony,POR,3.9000000000000004
Caron Butler,DAL,2.5999999999999996
Caron Butler,DET,2.4
Caron Butler,LAC,5.9
Caron Butler,LAL,5.3
Caron Butler,MIA,7.199999999999999
Caron Butler,MIL,0.2
Caron Butler,OKC,1.6
Caron Butler,SAC,0.3
Caron Butler,WAS,25.400000000000002
Carrick Felix,CLE,0.0
Carsen Edwards,BOS,0.4
Carsen Edwards,DET,-0.1
Cartier Martin,ATL,1.1
Cartier Martin,CHA,0.4
Cartier Martin,CHI,0.2
Cartier Martin,DET,-0.2
Cartier Martin,GSW,-0.1
Cartier Martin,WAS,2.3000000000000003
Casey Jacobsen,MEM,-0.3
Casey Shaw,PHI,-0.1
Casper Ware,PHI,0.2
Cassius Stanley,DET,0.1
Cassius Stanley,IND,-0.1
Cassius Winston,WAS,0.1
Cat Barber,ATL,-0.1
Cazzie Russell,CHI,1.1
Cazzie Russell,GSW,19.6
Cazzie Russell,LAL,11.4
Cazzie Russell,NYK,19.400000000000002
Cedi Osman,CLE,10.7
Cedric Ball,LAC,0.0
Cedric Bozeman,ATL,-0.3
Cedric Ceballos,DAL,5.1000000000000005
Cedric Ceballos,DET,0.3
Cedric Ceballos,LAL,15.2
Cedric Ceballos,MIA,1.1
Cedric Henderson,ATL,0.0
Cedric Henderson,CLE,3.4
Cedric Henderson,GSW,0.0
Cedric Henderson,MIL,0.0
Cedric Jackson,CLE,-0.1
Cedric Jackson,SAS,0.1
Cedric Jackson,WAS,-0.2
Cedric Maxwell,BOS,65.80000000000001
Cedric Maxwell,HOU,4.9
Cedric Maxwell,LAC,7.9
Cedric Simmons,CHI,0.1
Cedric Simmons,CLE,-0.1
Cedric Simmons,SAC,-0.1
Cedrick Hordges,DEN,2.2
Cezary Trybański,MEM,-0.3
Cezary Trybański,NYK,0.0
Chad Gallagher,UTA,0.1
Chad Kinch,CLE,-0.3
Chad Kinch,DAL,-0.3
Chandler Hutchison,CHI,1.2
Chandler Hutchison,WAS,0.1
Chandler Parsons,ATL,-0.1
Chandler Parsons,DAL,9.8
Chandler Parsons,HOU,18.0
Chandler Parsons,MEM,1.3
Channing Frye,CLE,6.5
Channing Frye,LAL,0.3
Channing Frye,NYK,4.4
Channing Frye,ORL,3.6
Channing Frye,POR,4.0
Charles Barkley,HOU,26.699999999999996
Charles Barkley,PHI,106.1
Charles Bassey,PHI,0.8
Charles Bassey,SAS,1.3
Charles Bradley,BOS,0.4
Charles Claxton,BOS,0.0
Charles Cooke,NOP,-0.2
Charles Davis,CHI,0.3
Charles Davis,MIL,2.9000000000000004
Charles Davis,SAS,-0.1
Charles Dudley,CHI,-0.1
Charles Dudley,GSW,13.799999999999999
Charles Jenkins,GSW,0.4
Charles Jenkins,PHI,0.1
Charles Johnson,GSW,9.8
Charles Jones,CHI,-0.4
Charles Jones,DET,1.5
Charles Jones,HOU,1.0
Charles Jones,LAC,0.4
Charles Jones,PHI,0.0
Charles Jones,POR,0.1
Charles O'Bannon,DET,0.5
Charles Oakley,CHI,13.0
Charles Oakley,HOU,0.1
Charles Oakley,NYK,67.4
Charles Oakley,TOR,8.0
Charles Oakley,WAS,0.9
Charles Shackleford,MIN,0.8
Charles Shackleford,PHI,3.6
Charles Smith,BOS,1.1
Charles Smith,DEN,0.0
Charles Smith,LAC,24.6
Charles Smith,MIA,-0.2
Charles Smith,MIN,-0.2
Charles Smith,NYK,14.0
Charles Smith,POR,0.3
Charles Smith,SAS,3.7
Charles Thomas,DET,-0.1
Charlie Bell,DAL,0.0
Charlie Bell,GSW,-0.1
Charlie Bell,MIL,12.8
Charlie Brown Jr.,ATL,0.0
Charlie Brown Jr.,DAL,0.0
Charlie Brown Jr.,OKC,-0.1
Charlie Brown Jr.,PHI,0.1
Charlie Criss,ATL,10.2
Charlie Criss,MIL,2.4000000000000004
Charlie Davis,CLE,1.0
Charlie Davis,POR,0.5
Charlie Lowery,MIL,0.2
Charlie Paulk,CHI,-0.1
Charlie Paulk,MIL,-0.8
Charlie Paulk,NYK,-0.4
Charlie Scott,BOS,9.7
Charlie Scott,DEN,0.5
Charlie Scott,LAL,1.6
Charlie Sitton,DAL,0.1
Charlie Tyra,NYK,4.699999999999999
Charlie Villanueva,DAL,1.5999999999999999
Charlie Villanueva,DET,8.7
Charlie Villanueva,MIL,8.3
Charlie Villanueva,TOR,3.9
Charlie Ward,HOU,0.5
Charlie Ward,NYK,31.900000000000002
Charlie Ward,SAS,0.6
Charlie Yelverton,POR,-0.5
Chase Budinger,HOU,9.5
Chase Budinger,IND,1.3
Chase Budinger,MIN,2.9000000000000004
Chasson Randle,GSW,0.0
Chasson Randle,NYK,0.4
Chasson Randle,ORL,0.0
Chasson Randle,PHI,0.3
Chasson Randle,WAS,0.6
Chauncey Billups,BOS,2.6
Chauncey Billups,DEN,27.600000000000005
Chauncey Billups,DET,73.60000000000001
Chauncey Billups,LAC,3.0
Chauncey Billups,MIN,11.3
Chauncey Billups,NYK,2.1
Chauncey Billups,TOR,0.4
Chaundee Brown Jr.,ATL,0.1
Chaundee Brown Jr.,LAL,-0.1
Cheese Johnson,GSW,0.0
Cheick Diallo,DET,0.1
Cheick Diallo,NOP,5.0
Cheikh Samb,DEN,-0.1
Cheikh Samb,DET,0.1
Cheikh Samb,LAC,0.0
Cheikh Samb,NYK,-0.1
Cherokee Parks,DAL,0.9
Cherokee Parks,GSW,0.1
Cherokee Parks,LAC,2.8
Cherokee Parks,MIN,6.0
Cherokee Parks,SAS,0.0
Cherokee Parks,WAS,0.3
Chet Walker,CHI,67.2
Chet Walker,PHI,45.0
Chico Vaughn,DET,1.1
Chima Moneke,SAC,0.0
Chimezie Metu,SAC,4.2
Chimezie Metu,SAS,0.0
Chinanu Onuaku,HOU,0.0
Chris Andersen,CLE,0.2
Chris Andersen,DEN,20.2
Chris Andersen,MEM,1.1
Chris Andersen,MIA,12.399999999999999
Chris Anstey,CHI,1.9
Chris Anstey,DAL,0.8999999999999999
Chris Babb,BOS,0.0
Chris Bosh,MIA,44.2
Chris Bosh,TOR,61.8
Chris Boucher,GSW,0.0
Chris Boucher,TOR,21.6
Chris Carr,BOS,0.9
Chris Carr,CHI,-0.3
Chris Carr,GSW,0.0
Chris Carr,MIN,2.8
Chris Childs,NYK,14.6
Chris Childs,TOR,1.3
Chris Chiozza,GSW,0.0
Chris Chiozza,HOU,0.0
Chris Chiozza,WAS,0.0
Chris Clemons,HOU,0.4
Chris Copeland,IND,0.9
Chris Copeland,MIL,-0.1
Chris Copeland,NYK,2.1
Chris Corchiani,BOS,0.4
Chris Corchiani,ORL,1.2
Chris Crawford,ATL,6.4
Chris Douglas-Roberts,CHA,2.4
Chris Douglas-Roberts,DAL,0.1
Chris Douglas-Roberts,LAC,0.0
Chris Douglas-Roberts,MIL,1.6
Chris Duarte,IND,0.9
Chris Dudley,CLE,0.9
Chris Dudley,NYK,3.5
Chris Dudley,POR,12.6
Chris Duhon,CHI,16.4
Chris Duhon,LAL,1.0
Chris Duhon,NYK,6.1
Chris Duhon,ORL,1.5
Chris Engler,CHI,0.0
Chris Engler,GSW,0.0
Chris Engler,MIL,0.1
Chris Engler,POR,0.1
Chris Ford,BOS,15.0
Chris Ford,DET,20.5
Chris Garner,GSW,-0.4
Chris Garner,TOR,-0.4
Chris Gatling,CLE,2.4
Chris Gatling,DAL,3.7
Chris Gatling,DEN,1.5
Chris Gatling,GSW,15.6
Chris Gatling,MIA,4.0
Chris Gatling,MIL,0.5
Chris Gatling,ORL,2.5
Chris Herren,BOS,0.0
Chris Herren,DEN,0.5
Chris Hunter,GSW,1.3
Chris Jefferies,CHI,0.0
Chris Jefferies,TOR,-0.5
Chris Jent,HOU,0.2
Chris Jent,NYK,0.0
Chris Johnson,BOS,1.5
Chris Johnson,MEM,0.2
Chris Johnson,MIL,0.3
Chris Johnson,MIN,1.0
Chris Johnson,PHI,-0.1
Chris Johnson,POR,0.30000000000000004
Chris Johnson,UTA,1.7000000000000002
Chris Kaman,DAL,1.6
Chris Kaman,LAC,18.5
Chris Kaman,LAL,0.5
Chris Kaman,POR,3.4
Chris King,UTA,-0.1
Chris McCray,MIL,-0.1
Chris McCullough,WAS,0.2
Chris McNealy,NYK,2.6
Chris Mihm,BOS,1.9
Chris Mihm,CLE,3.8
Chris Mihm,LAL,7.699999999999999
Chris Mills,CLE,26.1
Chris Mills,GSW,6.5
Chris Mills,NYK,5.1
Chris Morris,UTA,5.5
Chris Mullin,GSW,79.7
Chris Mullin,IND,13.399999999999999
Chris Munk,UTA,0.0
Chris Owens,MEM,0.0
Chris Paul,HOU,16.799999999999997
Chris Paul,LAC,78.2
Chris Paul,OKC,8.9
Chris Porter,GSW,0.2
Chris Quinn,CLE,-0.2
Chris Quinn,MIA,5.3
Chris Quinn,SAS,0.1
Chris Richard,CHI,0.3
Chris Richard,MIN,0.4
Chris Robinson,SAC,0.1
Chris Silva,DAL,0.0
Chris Silva,MIA,1.8
Chris Silva,MIN,0.0
Chris Silva,SAC,0.0
Chris Singleton,WAS,2.2
Chris Smith,MIN,3.2
Chris Smith,NYK,0.0
Chris Taft,GSW,0.5
Chris Washburn,ATL,0.3
Chris Washburn,GSW,-0.9
Chris Webber,DET,3.3
Chris Webber,GSW,7.8999999999999995
Chris Webber,PHI,4.6000000000000005
Chris Webber,SAC,45.4
Chris Webber,WAS,8.3
Chris Welp,GSW,0.2
Chris Welp,PHI,1.0
Chris Welp,SAS,-0.1
Chris Whitney,DEN,0.8
Chris Whitney,ORL,-0.2
Chris Whitney,SAS,-0.5
Chris Whitney,WAS,16.7
Chris Wilcox,BOS,4.4
Chris Wilcox,DET,3.0
Chris Wilcox,LAC,6.1
Chris Wilcox,NYK,0.5
Chris Wilcox,OKC,0.6
Chris Wright,DAL,0.0
Chris Wright,GSW,0.6
Chris Wright,MIL,0.3
Christian Braun,DEN,1.9
Christian Eyenga,CLE,-0.5
Christian Eyenga,LAL,0.0
Christian Koloko,TOR,1.7
Christian Laettner,ATL,21.6
Christian Laettner,DAL,2.6
Christian Laettner,DET,5.8
Christian Laettner,MIA,2.7
Christian Laettner,MIN,19.0
Christian Laettner,WAS,13.199999999999998
Christian Wood,DAL,4.8
Christian Wood,DET,5.1
Christian Wood,HOU,7.7
Christian Wood,MIL,0.2
Christian Wood,NOP,0.6
Christian Wood,PHI,0.3
Chuck Aleksinas,GSW,0.4
Chuck Cooper,BOS,8.1
Chuck Grigsby,NYK,0.0
Chuck Hayes,HOU,24.7
Chuck Hayes,SAC,2.4
Chuck Hayes,TOR,1.6
Chuck Nevitt,CHI,-0.1
Chuck Nevitt,DET,0.7
Chuck Nevitt,HOU,0.2
Chuck Nevitt,LAL,-0.30000000000000004
Chuck Nevitt,SAS,0.0
Chuck Noble,DET,-2.4
Chuck Person,IND,25.6
Chuck Person,MIN,1.2
Chuck Person,SAS,11.2
Chuck Terry,MIL,0.1
Chuck Williams,DEN,0.3
Chuckie Williams,CLE,-0.2
Chucky Atkins,BOS,1.5
Chucky Atkins,DEN,0.3
Chucky Atkins,DET,10.8
Chucky Atkins,LAL,4.5
Chucky Atkins,MEM,7.800000000000001
Chucky Atkins,OKC,-0.2
Chucky Atkins,ORL,2.4
Chucky Atkins,WAS,0.6
Chucky Brown,ATL,1.4
Chucky Brown,CLE,4.1000000000000005
Chucky Brown,DAL,0.0
Chucky Brown,GSW,0.2
